cat,F0,F1,F2,F3,F4,F5,F6,F7,F8,Sx,Sy,Sz
general_aleatoire,-1.1417408,0.646364212,0.952602863,-1.05465364,-1.2434454,-1.60857201,0.293967009,0.304637194,-1.13902473,2.48230505,1.58883691,-0.815550148
general_aleatoire,0.214711189,1.44649959,-1.2464602,1.76874161,-1.77501345,0.0739717484,-1.67716622,-0.590764523,1.97108388,3.07204676,2.75202632,-0.112503842
general_aleatoire,-1.0637691,1.13433552,-1.80087614,1.6879499,-0.92599988,-1.21978116,0.616942883,1.84227395,0.134467602,2.61051559,2.17669654,-1.75950766
general_aleatoire,-1.4293828,1.77616501,0.0363271236,-0.414891005,1.31878257,0.775453329,-0.600786686,-0.0427091122,-0.300685883,2.67741632,0.979868889,-0.190648586
general_aleatoire,0.0503046513,-1.48725963,-0.928902864,-1.5083127,-0.180197001,0.478272676,-0.116860151,0.702129364,0.826570034,2.07272124,1.56446898,-0.244292736
general_aleatoire,1.10932994,1.76255989,0.226728201,-0.682714939,0.583037138,-1.83119822,-1.94593096,-0.014819622,-1.35131717,3.09375262,2.04657292,0.633336008
general_aleatoire,0.17784524,1.93965888,-1.32623792,-1.69602609,1.0418582,0.71515274,1.93971634,-1.29566956,1.7830987,3.61573577,2.0335288,1.19922662
general_aleatoire,0.866874218,-1.21157598,0.823961496,1.50145292,-1.06320381,0.817974329,-0.921462536,-0.184613943,0.619082689,2.61680031,1.15592575,0.186484411
general_aleatoire,0.162443876,-0.439656019,1.39840055,-1.2218082,-0.0794603825,0.926718235,-0.507170677,-1.38340998,-0.0270102024,1.95875394,1.32540107,1.0542841
general_aleatoire,1.42257452,0.316519022,0.0586779118,-1.24368954,-1.57719779,1.60363078,0.776289225,0.69674778,0.07665205,2.86914206,1.20421791,-0.38096559
general_aleatoire,0.533075571,-0.807769775,-1.60201526,-0.309842587,0.416695595,-0.806649208,-1.51615739,-0.947896719,-1.68520951,2.84375048,1.35395479,-0.735185504
general_aleatoire,-1.34556651,0.109243393,-0.548931599,-0.38885808,-0.996051311,0.35524106,0.733737946,-1.64311147,0.735506773,2.27339315,1.40731728,-0.153728604
general_aleatoire,-0.276067972,0.00736093521,-1.30085325,1.11177802,1.94840026,1.36535883,0.244600773,0.319065809,0.749747276,2.87147784,1.06847012,-0.041780673
general_aleatoire,0.475740433,-0.698327065,-0.868456364,-1.6210444,1.57947659,1.90348339,-1.90317583,-0.854964018,-0.605590343,3.19578505,2.17234921,-0.040285781
general_aleatoire,-0.30476737,0.887201548,0.599455595,-1.67964196,-1.90121102,-1.26732206,1.24103642,0.357142687,0.146312714,3.09749031,1.17200863,-0.0483994484
general_aleatoire,0.239974499,-0.887131453,0.955713034,-1.75356817,1.25045037,-1.35000634,-1.48568177,1.58013535,-1.92647624,4.01706791,0.698428214,0.0993608832
general_aleatoire,0.744096756,0.758553982,-1.00039315,-0.794432878,-1.73759699,0.503935575,0.762461185,-1.39782166,0.28963089,2.57935834,1.30715704,-0.539979756
general_aleatoire,-0.123839855,-0.381922007,0.0176987648,-0.545554399,0.34031105,-1.13274312,0.0526800156,0.678444862,-0.017236948,1.32123244,0.755066276,-0.0751099065
general_aleatoire,1.88267207,-0.669063568,-1.29713917,-1.7152791,0.388466358,-1.64191937,-0.30325985,-0.264887094,-0.213245153,2.6741581,2.10165453,-0.321230859
general_aleatoire,-0.576827526,-0.983411074,0.0645391941,1.30053949,-0.780647516,-0.0589776039,0.75164032,0.173623323,1.45581913,1.83616388,1.36987543,1.03669918
general_aleatoire,-0.780956507,-0.80454731,-1.27276635,-1.22806406,-1.65635848,-1.53527784,0.856476545,0.465016127,-1.2150631,3.06504774,1.57441938,-0.196777567
general_aleatoire,-0.224576235,0.760301352,-1.2479372,-0.438494444,0.612546921,-0.336900949,-1.40606737,-0.123290062,0.217202663,1.6483568,1.44758081,-0.306048572
general_aleatoire,-0.529165983,0.108593464,-1.59752011,0.936911106,-0.76147294,-1.77956152,0.654937267,1.5514915,0.663137436,2.70282507,1.46263921,-1.14000177
general_aleatoire,0.811966896,-0.855102777,-1.13549614,-0.159589529,-1.26637864,-1.22621131,-0.273359299,-1.15851188,1.27026129,2.31660509,1.73590255,-0.680471778
general_aleatoire,-1.90781188,1.37179995,1.58698606,0.0818243027,-1.1571734,1.44324327,-1.08986449,-1.97822523,-0.881594419,3.04338861,2.29824686,-1.67422783
general_aleatoire,-1.85930157,-1.49036789,1.64728618,0.55705142,1.10132766,-1.69942832,-0.19717598,-1.46319032,1.0144403,3.84455633,0.990672946,0.499882966
general_aleatoire,0.579026699,1.82255769,-0.64135766,1.08835793,0.831791162,1.36948514,0.229698896,1.04242611,-0.975915432,2.50375247,1.90447903,0.127382129
general_aleatoire,-1.32715583,0.603311777,1.33429623,-1.53490543,-1.21956491,0.145641327,1.5704453,-0.251407623,-0.165400505,2.74021244,1.54996538,0.644874394
general_aleatoire,-0.928505898,0.707906961,0.416019917,-0.0110366344,1.48533416,-1.62403631,1.99561858,-0.837110996,0.431051016,2.73124957,1.86431861,-0.56018424
general_aleatoire,1.93492723,-0.38117671,1.84285879,-1.09917164,-0.718052626,-0.971615791,1.98518705,-0.0821802616,1.38220477,3.88184977,0.816375613,0.275984704
general_aleatoire,-0.530889273,0.443837881,1.65525794,-1.83950162,-0.526818275,1.60578728,-0.506221771,0.229717016,-0.465862036,2.90756154,1.09884942,-0.56854564
general_aleatoire,1.47390437,1.34648061,1.33771634,0.603153229,1.33202481,0.456675291,0.792695284,-0.663428068,-0.834339619,2.82458138,1.26616144,-0.552019298
general_aleatoire,1.2716167,-0.65535903,-1.84654474,-0.766123295,1.48318863,-1.91981602,0.050999403,0.330275536,-0.406999111,2.80743217,2.07357645,0.15702346
general_aleatoire,0.795334578,-0.0113310814,1.41546392,0.669661999,-1.43933845,-1.94893837,0.17673254,1.48620725,-1.96796751,3.11587906,2.10534048,0.962552488
general_aleatoire,-0.213042021,-1.61962557,-0.628134012,-1.78315306,-1.44701791,0.901911974,-0.242138624,-1.67576194,-0.0147089958,3.07607293,1.56397653,-0.329918176
general_aleatoire,0.865811825,-0.385413408,-1.00150132,0.714640141,1.51085162,-0.316414118,1.25259972,1.84567022,1.83132076,3.14874649,1.58991921,0.825513124
general_aleatoire,0.397109985,1.53504801,1.22991157,1.73331761,-1.56257653,1.43496943,-0.410835028,0.773527384,-0.652609348,2.93370223,2.00986409,0.28069672
general_aleatoire,-1.31896353,0.277929544,-0.913170099,1.44445395,-1.1490922,-1.68664718,0.414343119,-1.70970082,0.0144796371,2.80999017,1.64957821,1.17483675
general_aleatoire,1.40127063,1.46831989,-1.14859986,1.81069136,0.675012827,-0.380560637,0.171512365,0.0254020691,1.3315742,2.97773957,1.39756227,-0.54855752
general_aleatoire,1.88606524,-1.49964452,-0.895044327,-1.48086834,1.16956306,0.227273226,-1.09904051,1.78551459,0.72584033,3.82633996,0.619326174,0.343712211
general_aleatoire,-0.340008974,-0.985537529,-0.692231655,1.53493333,0.426757097,0.245911598,1.72179437,-1.25626564,1.34771132,2.76590872,1.51853764,0.753383338
general_aleatoire,-1.10252333,1.98193431,-0.0246033669,-1.9097259,1.84640789,-1.54856753,1.07856846,0.437870979,-0.0467615128,3.6875298,1.26225615,-0.874427259
general_aleatoire,1.28230572,-0.64912343,-0.859022856,0.197073936,-1.04315567,0.993443251,1.14790297,1.13571429,-1.77447271,2.82414079,1.61924851,-0.275818139
general_aleatoire,-0.701565027,-0.522469521,0.884636879,0.0232367516,0.631155014,0.24139452,1.83644915,0.914460421,1.72436094,2.71102667,1.24240756,-0.542106986
general_aleatoire,-0.580617189,1.15751719,0.450737238,0.893578529,0.341501474,-0.903833866,0.190464258,1.38386083,0.561933041,1.96470404,1.36127901,-0.407579958
general_aleatoire,-0.289977312,-0.962203503,-0.911037922,-1.66140509,-0.463356972,-1.52291346,1.34374189,-1.1016705,-1.40546727,2.69661689,2.16916871,0.389574468
general_aleatoire,0.000791549683,-0.17536521,1.36177087,-0.0305697918,0.805173159,-1.85348129,1.15616226,-1.21701598,-0.596097708,2.43493223,1.78230166,-0.193603903
general_aleatoire,1.30696964,-0.381385088,1.32306933,-0.425272465,-0.83033967,-1.23250747,1.49958873,-1.75513339,1.08713174,3.11343145,1.66878271,-0.162342876
general_aleatoire,0.36366415,-0.328370094,1.9568665,0.993625164,-1.33268142,1.84533834,-1.81326079,-0.164121151,1.11812663,3.16190481,2.10766745,-0.602629483
general_aleatoire,-1.04629135,-0.98965621,1.7672658,1.31857514,0.414977074,0.815746546,-1.57893944,1.7826941,0.290731192,2.51324153,2.23570275,1.48811424
general_aleatoire,-0.364291191,0.00232338905,0.647879124,1.42235541,-0.140580893,0.122780561,0.522354603,-0.979070425,-0.201604605,1.6558758,0.852627337,-0.643096626
general_aleatoire,0.70257616,-1.24547124,0.170301676,0.0315895081,-1.0678215,0.114336729,0.294511318,1.24241519,1.28614211,2.18642282,1.26599979,-0.359751761
general_aleatoire,0.942082644,-1.88571644,0.655166388,0.523404121,-1.54645181,-0.601659298,0.882465124,-0.829314232,0.00122046471,2.89383531,0.893164217,0.441171557
general_aleatoire,-0.429649115,1.57639813,-0.63190937,1.67948365,1.32895637,-1.77937365,-0.900808811,1.28256607,0.932611942,2.98581123,2.22336245,-0.538226306
general_aleatoire,-1.8492105,-1.62376094,-0.531321526,1.80558538,0.169199705,0.489266396,-1.40759683,0.826874256,0.985255241,3.09156203,1.89241564,0.60283941
general_aleatoire,-0.807842731,-1.96658134,-0.35161376,-1.32560396,-1.10488653,0.323187113,1.73014426,0.857550144,-0.0475823879,3.18678808,1.09950304,-0.304409176
general_aleatoire,1.66657233,0.521792412,0.821986437,0.937088013,0.687116861,-0.515575647,-0.422635555,0.880406618,-1.99486232,2.51238751,1.98832476,0.0957030058
general_aleatoire,0.703969955,-1.51936316,0.82263732,0.138218164,-0.0430805683,0.700519323,-0.468250513,-0.330206871,-1.11167145,2.00274253,1.23221087,0.165060967
general_aleatoire,0.922715902,1.29850531,0.0874490738,0.433400154,-1.70329523,-0.2225914,-1.23193502,1.77598357,1.35999274,3.10815382,1.51907575,-0.486740857
general_aleatoire,-1.80864477,0.899650812,1.40068769,1.57904792,1.99033022,-1.52977109,1.54776835,1.96089005,1.24174619,3.65112257,2.71231556,-1.39023685
general_aleatoire,-1.1623733,-0.502776146,-1.95288062,-1.07474351,1.98969173,0.939401865,-0.875704527,-0.781698704,0.672077656,2.70542622,2.02447176,-1.35123777
general_aleatoire,-1.29584146,-1.29327083,1.14610338,0.32091403,-0.749825478,1.61613989,1.65776682,-0.719275475,1.36253047,2.91047859,2.12052679,-0.311380088
general_aleatoire,0.68101573,1.3905611,-1.24838567,1.08627868,0.499181509,1.52352548,-0.654198647,1.22298741,-1.1551671,2.6670382,1.83821785,-0.687146544
general_aleatoire,0.410045385,-0.747272015,-0.81670928,-1.28463578,1.55283666,1.60766435,1.36241436,-0.411252499,-0.108482838,3.01112223,1.00490165,-0.0113160592
general_aleatoire,-1.01888299,-1.84368539,-0.206368685,0.5541749,-0.717855453,-1.79761267,0.977676868,1.70511961,1.88487959,3.54766989,1.76695085,0.491633505
general_aleatoire,1.84652495,-0.247865438,-1.24203944,1.44413352,0.705557346,0.263452291,-1.63092399,-1.37105751,0.918067694,3.27670217,1.30705416,0.777100444
general_aleatoire,0.762490749,-0.61084938,0.0537378788,0.724200249,0.602426052,-0.508494139,1.55874944,-1.41773009,-0.238261938,2.33892727,1.05097795,-0.1570272
general_aleatoire,-0.375560284,1.60471034,-1.54930592,1.00267601,0.307533026,-0.0455803871,-1.83619404,0.412888527,0.109278679,2.4210093,1.94923127,-0.334278315
general_aleatoire,-0.697675705,1.54547453,1.93438911,1.35149288,0.669404507,1.53112674,-1.82461262,1.68819499,-0.69351244,3.04795361,2.85021996,0.694612622
general_aleatoire,-1.58188868,0.493257523,-1.48501134,-1.77466702,0.228027105,-1.90446329,1.57589054,-0.19990325,1.89739776,4.21812391,0.323012531,0.0771964714
general_aleatoire,-0.669239283,-1.81495237,-0.246805668,-0.57690382,-0.949226856,-1.14842319,-1.34112906,1.02386332,0.7565732,2.54042101,1.62024355,-0.834247887
general_aleatoire,0.56077528,0.0582842827,-1.52044797,-1.19938326,-0.0659117699,-0.721642494,0.741761923,0.367231607,1.11602139,2.11367512,1.41177952,0.251177818
general_aleatoire,-1.7110827,-1.91978931,-1.4101882,1.5618782,-1.70701766,0.277125359,1.24926925,1.24763632,1.00963688,3.56826448,2.33152437,0.0178214964
general_aleatoire,1.23175192,1.01325154,-1.24058938,0.865301371,-1.55931163,0.677541494,0.885149002,-0.0920324326,-1.37429237,2.56666851,1.85471833,0.61244303
general_aleatoire,0.569112539,1.39974976,-1.8465538,0.904757738,0.485857487,1.36730123,1.11151075,-0.803949356,0.0014333725,2.51713443,1.60371435,1.26136184
general_aleatoire,-0.733607769,-0.569946766,0.684886217,-0.890293121,-1.87421632,0.571208,0.905986786,0.77120471,1.34313226,2.51339078,1.62908697,0.460642308
general_aleatoire,1.48387027,-0.339345694,-0.630663872,1.05951524,1.07908916,-1.30155635,0.245423079,-0.710958481,1.53134584,2.61274838,1.56205404,0.583152473
general_aleatoire,1.89721966,0.111248255,1.9453125,0.0705192089,0.0504200459,0.311508179,1.73707914,0.997261286,0.0909225941,3.1186111,1.33315921,-0.1334351
general_aleatoire,1.85876179,-0.83364749,-1.70574665,-0.932402849,-1.7862618,1.71802258,1.75020123,-1.31021452,0.119502306,3.36261344,2.65952945,-0.696506739
general_aleatoire,0.318529606,0.459611893,0.222100258,-0.0703058243,0.958486557,-1.62537026,-0.00302839279,1.07235742,-0.910857439,2.32653642,0.687745333,0.146137252
general_aleatoire,0.988898516,-1.32241416,-0.753186941,0.483275175,-0.775043249,0.875962973,1.35136533,0.278084993,-1.71057105,2.54486823,1.71009111,-0.569522023
general_aleatoire,0.953404903,1.5244205,-1.43391538,-0.973353386,1.52988076,0.371938944,0.329581976,1.74397659,-1.49262452,3.30508018,1.75708795,-0.286941916
general_aleatoire,0.712489843,-0.152299404,-0.342280865,1.37916684,0.758136749,1.59024858,-0.624081612,-0.941402197,-0.890966415,2.6232934,0.835140765,0.379689991
general_aleatoire,0.84506321,1.98673296,-1.60005903,1.00316072,-1.86581659,0.578879833,0.241595745,-0.578841448,0.779310226,3.28673768,1.43532085,-0.426723748
general_aleatoire,-1.80335689,1.18314672,-1.87577271,-0.639135122,0.216724873,-1.97389841,1.04813075,-0.0819232464,0.149516582,3.49953365,1.08932006,-0.465278745
general_aleatoire,-1.9365859,1.36314011,-1.63206196,-1.86629391,-0.69324398,-0.532991886,-0.251312017,-1.05171847,-0.882122278,3.24368286,1.78128731,-0.879095197
general_aleatoire,-0.210908175,0.327461004,-1.71049452,-1.77860093,1.81652641,-1.42168117,-1.10697842,0.781033516,1.68923092,3.1829617,2.47312307,-0.0566049218
general_aleatoire,-1.43143678,-0.296427488,0.559100628,1.94209647,-1.78126168,0.216233492,-0.370471001,1.72333145,-1.29036212,3.21149898,1.94933617,-0.315244257
general_aleatoire,-1.97860408,-1.56145501,0.992955208,0.268131018,1.61220241,1.71334291,-1.44111776,-1.78085184,-1.61549664,3.86823559,2.37454557,0.449422896
general_aleatoire,-0.313783169,-0.301709652,0.830141544,1.73471546,-0.149248838,0.169546127,1.22598362,0.10982585,-1.2814188,2.3228457,1.29428613,-0.158825979
general_aleatoire,-1.43549562,1.83837676,-1.99684215,-0.459349632,1.24056029,-0.63372159,-1.64970183,1.4984231,0.535399199,3.72166348,1.67338049,-0.426274151
general_aleatoire,0.255467892,1.65846562,0.0657773018,-1.1653924,0.907911539,0.661091328,0.319336891,-1.6852057,-1.34993744,2.88890171,1.21333754,-0.621182144
general_aleatoire,0.415020466,0.696790457,-1.34427333,-1.46612453,0.943814039,1.22343063,-0.79507494,1.95894623,-0.146435976,2.71409702,2.02368259,0.177097052
general_aleatoire,-0.490449667,0.397722006,-0.220976591,-1.31490636,-1.81426549,0.966551065,-1.94506741,-0.789438725,1.68567729,3.50108504,1.07838285,0.479391009
general_aleatoire,0.649487257,-1.48550391,-1.36686802,-0.21688509,0.752470493,1.26141834,-1.48724794,1.55727482,-0.298574209,2.96498108,1.62162447,0.0817963406
general_aleatoire,0.077590704,-1.01117587,0.260129929,0.993500948,0.678735733,-0.951860189,1.84552979,1.52686906,0.410679817,2.74743795,1.07054615,0.813271523
general_aleatoire,1.56728077,0.237900972,-1.21423483,-1.94186354,0.455383778,-1.67620134,-1.64912963,0.308686495,-0.433851719,3.15542722,1.95084238,0.12581189
general_aleatoire,1.7449615,0.853286743,1.46676517,0.637692928,1.93031549,0.498802662,0.111335993,-0.869836569,1.15172362,2.95600915,1.83642507,0.539440513
general_aleatoire,-0.487900257,1.36160111,-1.58821559,0.592126608,0.876091242,-0.645000458,0.0155551434,-0.120086432,0.835062504,2.45719671,0.787301004,-0.450490981
general_aleatoire,1.43166828,-1.00422597,-0.805808306,-0.702247143,1.69497252,-0.663138866,-1.08077478,-1.89703059,0.998065472,2.87563658,2.1723187,-0.536643267
general_aleatoire,-0.635808706,0.522236824,1.21321821,0.998397589,1.58919382,-0.250609875,0.0728731155,1.73056412,-0.177993298,2.49398541,1.50984669,0.516010106
general_aleatoire,0.52988863,-1.87670159,-0.846817017,1.51681733,0.553820133,-1.94795918,-0.852737188,1.77900028,-0.825470448,2.76519918,2.6554215,-0.893140435
general_aleatoire,-0.0431351662,-0.401606083,-0.63226223,1.40972161,1.69687366,0.00119137764,-1.90243626,0.715603352,0.325699568,2.46411777,1.81014514,-0.564385056
general_aleatoire,-0.432129145,0.195729971,-0.945578337,-1.12271857,1.8185606,-0.284450293,0.41432476,0.609055996,1.73580527,2.25635386,2.05636454,0.0600181445
general_aleatoire,0.908524752,-1.1863482,-1.99713278,-1.41242337,1.74741364,1.42329144,-1.34189868,0.723668814,-1.06567836,3.60629225,1.92862368,-0.17508696
general_aleatoire,-1.25368619,-0.946106434,-0.922561407,-1.8487196,1.20265555,-1.50779152,-0.184525728,1.94539952,0.682161808,2.91595149,2.46093655,-0.424897641
general_aleatoire,-0.73913312,-0.726592064,-1.53879571,-0.475080252,-1.57203507,1.96285009,0.877839804,-1.00953174,1.41827464,3.20295382,1.694417,-0.814383686
general_aleatoire,0.0258255005,-0.972190857,1.37760925,-1.91636205,-1.04310727,-1.10764003,-0.339145184,-1.77393746,0.460365057,2.6855011,2.20247197,0.491957426
general_aleatoire,-1.5864203,-0.0752475262,-0.273967743,-0.161991119,-1.08032656,-0.54996109,0.0637834072,0.346585274,-0.986025095,1.67459238,1.15941954,-1.02038002
general_aleatoire,0.497490644,1.7621491,0.613157988,1.62377572,-1.71852779,0.267224312,0.524136543,-0.582304239,1.8129487,2.80552578,2.03704143,-1.12698281
general_aleatoire,-0.475412607,0.163944721,-0.352591038,0.861068249,0.910317183,0.226929188,-0.193444252,1.41896224,1.4269197,2.18582273,1.01604903,-0.525001347
general_aleatoire,1.71833229,1.77637911,-1.26312041,-0.656215429,-0.2525599,0.242777824,-0.430471659,-1.61977386,-0.379139662,3.11163783,1.20732164,-0.264220566
general_aleatoire,-1.19812393,-1.49790335,-0.346137047,1.25446272,-1.17518926,-1.85693526,1.5062418,0.112906218,-1.36685514,3.11835313,2.14348984,-0.181963474
general_aleatoire,0.64751339,-0.17735672,-1.17012239,0.422796726,1.62340069,0.767455578,1.35419679,-0.467722654,-0.115665197,2.02573633,1.56465662,0.858675599
general_aleatoire,1.47639608,-0.355404377,0.273276567,-1.05372834,-0.241969109,0.919972897,-1.73103762,-1.47302485,-0.141242266,2.71093369,1.14571786,0.959370673
general_aleatoire,0.720950842,1.28294325,1.36982775,0.458163977,-1.08611393,1.32864976,1.46570945,-0.0239534378,-1.86670732,2.72521448,1.7837919,1.4905622
general_aleatoire,-1.52615333,1.65114951,-1.94544077,-1.52655125,-0.787122011,0.583036661,0.79196167,-0.999670267,1.16103959,3.43681383,1.81463325,0.00193327281
general_aleatoire,1.34620953,-0.816988707,0.0492012501,-0.0173845291,-1.4590354,-0.315524578,0.283966064,-0.357908964,-0.368469715,1.93879783,1.09375858,0.316345632
general_aleatoire,-1.07460523,0.645791054,-1.4545157,1.52761292,-1.21324587,-0.362443686,-1.77867055,-0.840477467,-1.20747709,2.95378733,1.78716958,1.01666534
general_aleatoire,-1.94193983,-1.96319652,0.299355984,0.509033442,-0.390901089,-0.734498501,-0.501403332,1.89257884,-1.26825881,3.14834213,1.81542122,-0.948798895
general_aleatoire,-1.22513199,-0.279778719,-0.616685867,1.93776774,-0.568635464,-0.808983564,-1.96619415,0.398817539,1.35683179,3.31903791,1.21403265,0.261439085
general_aleatoire,1.10594749,-1.87202239,0.996631145,1.7607193,-0.684902906,1.56829739,0.443440199,0.14208746,1.48505855,3.44481683,1.40613222,0.572624266
general_aleatoire,0.17438221,-1.93821049,0.615111589,-0.257062674,-0.451800108,-1.10290647,0.588889122,-0.445471048,-1.82092667,2.24801326,2.04278994,0.535251498
general_aleatoire,-0.336041689,-1.78380966,0.986683846,-0.171078444,-1.62471271,0.198489189,0.0503354073,1.55127048,0.256778955,2.95360851,0.853071451,-0.0133687127
general_aleatoire,-1.58135748,-0.0233697891,1.29059148,0.927492857,-1.15981078,-0.464835167,-0.423665524,1.77986813,-0.733590364,2.46497154,2.08453345,-0.229243904
general_aleatoire,-0.0727863312,-0.399379015,0.284855604,-1.39801812,1.30212307,0.0142800808,-0.899055719,1.20657015,-1.69919205,2.72641897,1.23759413,0.287217557
general_aleatoire,-0.233864069,0.83113575,-0.0375459194,-0.0679526329,1.39507031,1.58601689,0.82423234,1.93072009,-0.038182497,2.73657656,1.37398934,0.494950414
general_aleatoire,-0.403562784,-0.969217539,-0.338243961,1.53970695,-0.368149757,0.308081388,-0.701783657,-1.11540961,1.12674832,1.90647054,1.55932128,0.870567977
general_aleatoire,-0.923521042,1.03598285,1.21253228,-0.0854206085,-1.8234179,-1.82135534,1.96836853,-0.761762857,-1.47859335,3.73179603,1.65844679,-0.100602113
general_aleatoire,-0.830787897,1.18427396,1.24434876,-0.420898914,-1.64969778,-0.0311353207,1.22270131,1.52260208,0.676734447,2.81793475,1.56179893,0.65731138
general_aleatoire,-0.348355293,0.929765701,0.149974823,-0.271147251,-1.80280137,0.718903065,-1.99061012,0.436115742,-1.02080059,2.48616886,1.88010299,-0.57243371
general_aleatoire,1.07592058,0.722332239,-0.212920666,-1.5149405,-0.108697653,-1.54495239,0.574304819,-0.35615778,-1.56769013,2.4122622,1.74374568,-0.68783021
general_aleatoire,0.591347933,-0.255022287,0.848287821,1.88780332,-1.28619742,-1.84979081,-1.68164754,-0.735981226,1.7615881,3.62939215,1.4691335,-0.957137287
general_aleatoire,-0.743560791,-0.957334518,0.533856392,1.41338587,-1.57679868,1.45396566,0.514175892,1.09009027,-1.61983919,3.10065293,1.60891974,-0.475633383
general_aleatoire,-1.32466578,-1.62018561,1.2872057,0.912733316,1.07700205,-0.703459501,0.386891842,1.90969157,-0.65119195,3.47467232,0.810992956,0.118793257
general_aleatoire,-1.85058832,-0.949965715,-0.219573498,-1.5124433,-1.54745626,0.0390281677,-0.594484329,0.341043472,1.99288964,2.97710323,2.09091926,0.514973164
general_aleatoire,-0.562644243,1.55536985,-0.0985639095,-1.80670238,-0.545942307,0.253023148,0.56402421,0.591289043,1.60503674,2.09968853,1.74721873,1.46769524
general_aleatoire,-1.16186166,-1.34431911,-1.41957784,-0.474364996,1.61752439,-1.43652582,1.8752656,0.499774933,1.96757126,3.60403585,2.15030265,0.319669098
general_aleatoire,0.915481806,1.15904689,1.72765088,0.65400815,-0.884512424,-0.61707902,1.80084467,-1.31440687,-1.74694943,3.35235834,1.85485697,0.317629039
general_aleatoire,-1.68407774,0.412055254,0.773189783,-1.77146935,1.1388936,1.57509661,1.3058145,0.119235992,1.65505981,3.19677162,2.15990663,-0.306410223
general_aleatoire,0.677393198,1.51971817,1.32629561,1.99896502,-1.3987577,-1.02374411,-1.84563398,1.05323029,1.51552439,3.82353425,1.88117516,-0.426779121
general_aleatoire,0.345837831,-0.740267277,-0.955019474,-1.48408461,1.92762113,-0.126155138,1.59159231,0.393224239,-1.48593736,2.80760288,1.98286915,0.771494865
general_aleatoire,-1.87611771,-1.89536667,-0.900417566,0.75332284,-1.86880064,0.416522503,-0.31865859,1.74326229,1.58039999,3.50592685,1.97499418,1.265872
general_aleatoire,-1.06397891,1.93060946,-1.66244841,0.548190117,-0.963138819,-1.35344934,-1.92428946,1.62339735,-1.8564291,4.12855911,1.74900162,0.603025794
general_aleatoire,0.0649912357,1.65943122,-1.38500285,-0.591933727,1.68690658,-0.356764078,1.02987599,-1.92651343,0.926820993,3.55137825,0.945447385,0.352741867
general_aleatoire,-0.91791296,0.836722612,1.21890378,-1.19864082,0.461963654,-1.15597343,1.01512218,0.753171921,-0.211145163,1.8624599,1.71207595,-1.12124157
general_aleatoire,-1.12110901,-0.761083126,-0.245313406,-0.0687596798,1.12800717,-0.70771575,1.1358099,1.35588431,-0.186953068,2.36260319,1.11973643,0.0451192707
general_aleatoire,-0.809305191,1.16875958,0.639054537,1.35448718,-1.45207119,0.619102955,0.747465849,-1.0862968,1.65319872,2.97207046,1.5340457,-0.202761725
general_aleatoire,-0.903953075,0.434332609,-0.740635395,0.239421368,-1.53278375,1.84447289,-0.907361746,0.509586096,-1.16192317,2.97472763,0.961743355,-0.149126247
general_aleatoire,-0.961798429,-0.178685188,-0.830435991,1.63374996,0.821226358,-1.58207893,0.941746235,0.881071568,-0.786015272,2.83647466,1.26909757,-0.343409568
general_aleatoire,0.749131918,-0.61862421,-1.61698341,1.96422601,1.6902895,-1.59219003,0.273888588,-0.381419897,-0.545098066,3.26924491,1.62240231,0.0796104968
general_aleatoire,-1.75021005,1.02615428,1.28431344,-0.970538378,-1.63061666,0.774039268,0.696029425,-1.84115529,-1.77406645,3.43747902,2.17241144,-0.672063172
general_aleatoire,1.35763192,0.691420078,-0.207316637,1.37214756,0.546771526,-0.404714108,-1.11504889,0.0885057449,0.70829463,2.4518919,0.670342386,0.0382543653
general_aleatoire,-0.39383316,1.08896089,-0.798045158,-0.107147455,1.21305346,0.470907688,-0.911989927,-0.174696445,0.891773462,1.69684708,1.38848782,-0.729976296
general_aleatoire,1.57636547,-1.17521191,-0.0085234642,-1.00058484,1.36723471,-0.654155493,1.2054081,0.356625319,-0.357980728,2.67381859,1.28260159,0.280198932
general_aleatoire,-0.18231082,-1.07966208,0.980579138,-0.375671625,-1.14573097,1.30486941,-1.95731091,-1.08946991,1.10622978,3.17858553,1.1996913,0.126672387
general_aleatoire,0.0977451801,1.28659725,1.22438693,-1.76207948,-0.586090326,0.44362998,0.568838358,-0.48717308,-1.01747394,2.13170624,1.96214283,-0.105995767
general_aleatoire,1.17558241,-1.56288242,1.49765801,1.17753673,1.40401506,-1.60412574,1.10881686,-0.914474487,-0.92379117,3.03543377,2.20705795,-0.912583947
general_aleatoire,1.42043757,1.24755836,-0.614122868,0.133913755,1.8921814,-1.78897357,1.91893721,-0.172244787,-0.926896095,3.29334617,1.98285544,-0.737008452
general_aleatoire,1.76863146,-1.83608723,1.55143738,0.820253134,-1.5909431,-0.19605422,0.97650671,-1.59698868,1.22317123,3.98337817,1.08276916,-0.330121875
general_aleatoire,0.830091238,-0.914447308,-1.87530041,-0.113565922,1.48078656,0.843951702,-1.44538999,-0.243834257,-1.4907527,2.91572404,1.75149322,-0.872738481
general_aleatoire,-1.54881239,-1.29731083,0.82352972,1.84106541,1.64655471,0.772677422,0.60993886,1.20548606,1.09520292,3.47354555,1.5228411,0.312821597
general_aleatoire,-0.409460068,-0.566550016,-0.654749155,-1.26720715,-1.06206417,0.571094513,-0.0774080753,-0.688915253,0.20731473,1.90053976,0.826458752,-0.453614593
